game,game_comments,game_date,wrong,right
3987,Stephanie Jass game 2.,"Show #6452 - Tuesday, October 9, 2012",2,1
3986,Stephanie Jass game 1.,"Show #6451 - Monday, October 8, 2012",2,1
3985,,"Show #6450 - Friday, October 5, 2012",3,0
3984,,"Show #6449 - Thursday, October 4, 2012",0,3
3983,,"Show #6448 - Wednesday, October 3, 2012",2,1
3982,,"Show #6447 - Tuesday, October 2, 2012",2,1
3981,,"Show #6446 - Monday, October 1, 2012",2,1
3980,,"Show #6445 - Friday, September 28, 2012",0,3
3979,,"Show #6444 - Thursday, September 27, 2012",1,1
3978,,"Show #6443 - Wednesday, September 26, 2012",3,0
3977,,"Show #6442 - Tuesday, September 25, 2012",3,0
3976,,"Show #6441 - Monday, September 24, 2012",0,3
3975,,"Show #6440 - Friday, September 21, 2012",3,0
3974,,"Show #6439 - Thursday, September 20, 2012",3,0
3973,9 clues unrevealed in Double Jeopardy!,"Show #6438 - Wednesday, September 19, 2012",2,1
3972,,"Show #6437 - Tuesday, September 18, 2012",2,1
3971,"First game of Season 29.
New title graphics.
Alex announces special online contestant tests for viewers in Cleveland and Cincinnati markets.","Show #6436 - Monday, September 17, 2012",2,1
3967,"2012 Kids Week game 5.
Last game of Season 28.","Show #6435 - Friday, August 3, 2012",1,2
3969,2012 Kids Week game 4.,"Show #6434 - Thursday, August 2, 2012",3,0
3966,2012 Kids Week game 3.,"Show #6433 - Wednesday, August 1, 2012",1,2
3965,2012 Kids Week game 2.,"Show #6432 - Tuesday, July 31, 2012",2,1
3964,2012 Kids Week game 1.,"Show #6431 - Monday, July 30, 2012",1,2
3963,Last regular-play game of Season 28.,"Show #6430 - Friday, July 27, 2012",1,2
3968,,"Show #6429 - Thursday, July 26, 2012",3,0
3961,,"Show #6428 - Wednesday, July 25, 2012",2,1
3959,,"Show #6427 - Tuesday, July 24, 2012",2,1
3957,,"Show #6426 - Monday, July 23, 2012",1,2
3958,,"Show #6425 - Friday, July 20, 2012",2,1
3956,,"Show #6424 - Thursday, July 19, 2012",1,2
3953,,"Show #6423 - Wednesday, July 18, 2012",2,1
3950,,"Show #6422 - Tuesday, July 17, 2012",0,3
3948,,"Show #6421 - Monday, July 16, 2012",3,0
3946,,"Show #6420 - Friday, July 13, 2012",2,1
3945,,"Show #6419 - Thursday, July 12, 2012",0,3
3944,,"Show #6418 - Wednesday, July 11, 2012",0,3
3942,,"Show #6417 - Tuesday, July 10, 2012",1,1
3938,,"Show #6416 - Monday, July 9, 2012",1,1
3937,,"Show #6415 - Friday, July 6, 2012",2,1
3939,,"Show #6414 - Thursday, July 5, 2012",0,3
3935,,"Show #6413 - Wednesday, July 4, 2012",2,1
3933,,"Show #6412 - Tuesday, July 3, 2012",0,3
3932,,"Show #6411 - Monday, July 2, 2012",0,3
3930,,"Show #6410 - Friday, June 29, 2012",3,0
3929,,"Show #6409 - Thursday, June 28, 2012",3,0
3927,,"Show #6408 - Wednesday, June 27, 2012",2,1
3926,,"Show #6407 - Tuesday, June 26, 2012",2,1
3925,,"Show #6406 - Monday, June 25, 2012",1,2
3924,,"Show #6405 - Friday, June 22, 2012",2,1
3923,David Menchaca game 6.,"Show #6404 - Thursday, June 21, 2012",3,0
3922,David Menchaca game 5.,"Show #6403 - Wednesday, June 20, 2012",0,2
3921,David Menchaca game 4.,"Show #6402 - Tuesday, June 19, 2012",0,3
3919,David Menchaca game 3.,"Show #6401 - Monday, June 18, 2012",1,2
3918,David Menchaca game 2.,"Show #6400 - Friday, June 15, 2012",1,2
3920,David Menchaca game 1.,"Show #6399 - Thursday, June 14, 2012",3,0
3917,,"Show #6398 - Wednesday, June 13, 2012",2,1
3916,,"Show #6397 - Tuesday, June 12, 2012",1,2
3915,,"Show #6396 - Monday, June 11, 2012",0,2
3913,,"Show #6395 - Friday, June 8, 2012",2,1
3914,,"Show #6394 - Thursday, June 7, 2012",3,0
3912,,"Show #6393 - Wednesday, June 6, 2012",3,0
3911,,"Show #6392 - Tuesday, June 5, 2012",0,3
3910,,"Show #6391 - Monday, June 4, 2012",0,2
3909,Clip of this game shown in the eleventh Season 1 episode of House of Cards.,"Show #6390 - Friday, June 1, 2012",3,0
3908,,"Show #6389 - Thursday, May 31, 2012",2,1
3907,,"Show #6388 - Wednesday, May 30, 2012",3,0
3906,Joel Pool game 7.,"Show #6387 - Tuesday, May 29, 2012",3,0
3905,Joel Pool game 6.,"Show #6386 - Monday, May 28, 2012",2,1
3904,Joel Pool game 5.,"Show #6385 - Friday, May 25, 2012",2,1
3903,Joel Pool game 4.,"Show #6384 - Thursday, May 24, 2012",1,2
3902,Joel Pool game 3.,"Show #6383 - Wednesday, May 23, 2012",2,1
3900,Joel Pool game 2.,"Show #6382 - Tuesday, May 22, 2012",1,2
3899,Joel Pool game 1.,"Show #6381 - Monday, May 21, 2012",2,1
3898,"2012 Power Players Week game 5.
From DAR Constitution Hall in Washington, D.C.","Show #6380 - Friday, May 18, 2012",3,0
3901,"2012 Power Players Week game 4.
From DAR Constitution Hall in Washington, D.C.","Show #6379 - Thursday, May 17, 2012",3,0
3897,"2012 Power Players Week game 3.
From DAR Constitution Hall in Washington, D.C.","Show #6378 - Wednesday, May 16, 2012",0,3
3896,"2012 Power Players Week game 2.
From DAR Constitution Hall in Washington, D.C.","Show #6377 - Tuesday, May 15, 2012",1,2
3895,"2012 Power Players Week game 1.
From DAR Constitution Hall in Washington, D.C.","Show #6376 - Monday, May 14, 2012",3,0
3894,"2012 Teen Tournament final game 1.
From DAR Constitution Hall in Washington, D.C.","Show #6374 - Thursday, May 10, 2012",0,3
3892,"2012 Teen Tournament semifinal game 3.
From DAR Constitution Hall in Washington, D.C.","Show #6373 - Wednesday, May 9, 2012",1,2
3891,"2012 Teen Tournament semifinal game 2.
From DAR Constitution Hall in Washington, D.C.","Show #6372 - Tuesday, May 8, 2012",0,3
3890,"2012 Teen Tournament semifinal game 1.
From DAR Constitution Hall in Washington, D.C.","Show #6371 - Monday, May 7, 2012",0,3
3889,2012 Teen Tournament quarterfinal game 5.,"Show #6370 - Friday, May 4, 2012",3,1
3888,2012 Teen Tournament quarterfinal game 4.,"Show #6369 - Thursday, May 3, 2012",2,1
3887,2012 Teen Tournament quarterfinal game 3.,"Show #6368 - Wednesday, May 2, 2012",0,3
3885,2012 Teen Tournament quarterfinal game 2.,"Show #6367 - Tuesday, May 1, 2012",1,2
3886,2012 Teen Tournament quarterfinal game 1.,"Show #6366 - Monday, April 30, 2012",2,1
3884,,"Show #6365 - Friday, April 27, 2012",3,0
3883,,"Show #6364 - Thursday, April 26, 2012",3,0
3882,,"Show #6363 - Wednesday, April 25, 2012",0,3
3880,,"Show #6362 - Tuesday, April 24, 2012",1,2
3879,,"Show #6361 - Monday, April 23, 2012",1,2
3877,,"Show #6360 - Friday, April 20, 2012",3,0
3878,,"Show #6359 - Thursday, April 19, 2012",2,1
3875,,"Show #6358 - Wednesday, April 18, 2012",2,1
3874,,"Show #6357 - Tuesday, April 17, 2012",3,0
3873,,"Show #6356 - Monday, April 16, 2012",2,1
3871,,"Show #6355 - Friday, April 13, 2012",0,3
3870,,"Show #6354 - Thursday, April 12, 2012",1,2
3869,,"Show #6353 - Wednesday, April 11, 2012",0,3
3868,,"Show #6352 - Tuesday, April 10, 2012",1,2
3867,,"Show #6351 - Monday, April 9, 2012",3,0
3866,,"Show #6350 - Friday, April 6, 2012",0,3
3865,,"Show #6349 - Thursday, April 5, 2012",0,3
3864,,"Show #6348 - Wednesday, April 4, 2012",0,3
3863,,"Show #6347 - Tuesday, April 3, 2012",3,0
3862,,"Show #6346 - Monday, April 2, 2012",2,1
3861,,"Show #6345 - Friday, March 30, 2012",2,1
3860,,"Show #6344 - Thursday, March 29, 2012",1,2
3859,,"Show #6343 - Wednesday, March 28, 2012",2,1
3858,,"Show #6342 - Tuesday, March 27, 2012",1,2
3857,,"Show #6341 - Monday, March 26, 2012",3,0
3856,,"Show #6340 - Friday, March 23, 2012",1,2
3855,,"Show #6339 - Thursday, March 22, 2012",0,3
3854,,"Show #6338 - Wednesday, March 21, 2012",2,1
3853,,"Show #6337 - Tuesday, March 20, 2012",0,3
3852,,"Show #6336 - Monday, March 19, 2012",0,3
3851,,"Show #6335 - Friday, March 16, 2012",1,2
3850,,"Show #6334 - Thursday, March 15, 2012",2,1
3842,,"Show #6333 - Wednesday, March 14, 2012",2,1
3849,,"Show #6332 - Tuesday, March 13, 2012",2,1
3848,,"Show #6331 - Monday, March 12, 2012",3,0
3846,,"Show #6330 - Friday, March 9, 2012",3,0
3847,David Gard game 5.,"Show #6329 - Thursday, March 8, 2012",2,1
3845,David Gard game 4.,"Show #6328 - Wednesday, March 7, 2012",3,0
3844,David Gard game 3.,"Show #6327 - Tuesday, March 6, 2012",1,2
3843,David Gard game 2.,"Show #6326 - Monday, March 5, 2012",1,2
3840,David Gard game 1.,"Show #6325 - Friday, March 2, 2012",1,2
3841,,"Show #6324 - Thursday, March 1, 2012",2,1
3839,,"Show #6323 - Wednesday, February 29, 2012",0,3
3837,2012-A Teachers Tournament final game 1.,"Show #6321 - Monday, February 27, 2012",3,0
3836,2012-A Teachers Tournament semifinal game 3.,"Show #6320 - Friday, February 24, 2012",3,0
3835,2012-A Teachers Tournament semifinal game 2.,"Show #6319 - Thursday, February 23, 2012",0,3
3834,2012-A Teachers Tournament semifinal game 1.,"Show #6318 - Wednesday, February 22, 2012",0,3
3833,2012-A Teachers Tournament quarterfinal game 5.,"Show #6317 - Tuesday, February 21, 2012",2,1
3832,2012-A Teachers Tournament quarterfinal game 4.,"Show #6316 - Monday, February 20, 2012",2,1
3830,2012-A Teachers Tournament quarterfinal game 3.,"Show #6315 - Friday, February 17, 2012",1,2
3831,2012-A Teachers Tournament quarterfinal game 2.,"Show #6314 - Thursday, February 16, 2012",3,0
3829,2012-A Teachers Tournament quarterfinal game 1.,"Show #6313 - Wednesday, February 15, 2012",1,2
3827,2012 College Championship final game 1.,"Show #6311 - Monday, February 13, 2012",2,1
3826,2012 College Championship semifinal game 3.,"Show #6310 - Friday, February 10, 2012",3,0
3825,2012 College Championship semifinal game 2.,"Show #6309 - Thursday, February 9, 2012",2,1
3824,2012 College Championship semifinal game 1.,"Show #6308 - Wednesday, February 8, 2012",2,1
3823,2012 College Championship quarterfinal game 5.,"Show #6307 - Tuesday, February 7, 2012",0,3
3822,2012 College Championship quarterfinal game 4.,"Show #6306 - Monday, February 6, 2012",2,1
3821,2012 College Championship quarterfinal game 3.,"Show #6305 - Friday, February 3, 2012",1,2
3820,2012 College Championship quarterfinal game 2.,"Show #6304 - Thursday, February 2, 2012",1,2
3819,2012 College Championship quarterfinal game 1.,"Show #6303 - Wednesday, February 1, 2012",3,0
3817,,"Show #6302 - Tuesday, January 31, 2012",0,3
3818,,"Show #6301 - Monday, January 30, 2012",1,2
3816,,"Show #6300 - Friday, January 27, 2012",2,1
3815,,"Show #6299 - Thursday, January 26, 2012",0,3
3814,,"Show #6298 - Wednesday, January 25, 2012",1,2
3813,,"Show #6297 - Tuesday, January 24, 2012",2,1
3812,,"Show #6296 - Monday, January 23, 2012",2,1
3811,,"Show #6295 - Friday, January 20, 2012",3,0
3810,,"Show #6294 - Thursday, January 19, 2012",1,2
3809,,"Show #6293 - Wednesday, January 18, 2012",2,1
3808,,"Show #6292 - Tuesday, January 17, 2012",2,1
3806,,"Show #6291 - Monday, January 16, 2012",1,2
3805,,"Show #6290 - Friday, January 13, 2012",2,1
3807,Dan McShane game 5.,"Show #6289 - Thursday, January 12, 2012",2,1
3804,Dan McShane game 4.,"Show #6288 - Wednesday, January 11, 2012",3,0
3803,Dan McShane game 3.,"Show #6287 - Tuesday, January 10, 2012",1,2
3802,Dan McShane game 2.,"Show #6286 - Monday, January 9, 2012",2,1
3801,"Dave Leach game 7.
Dan McShane game 1.","Show #6285 - Friday, January 6, 2012",1,2
3800,Dave Leach game 6.,"Show #6284 - Thursday, January 5, 2012",1,2
3799,Dave Leach game 5.,"Show #6283 - Wednesday, January 4, 2012",3,0
3798,Dave Leach game 4.,"Show #6282 - Tuesday, January 3, 2012",0,3
3797,Dave Leach game 3.,"Show #6281 - Monday, January 2, 2012",2,1
3795,Dave Leach game 2.,"Show #6280 - Friday, December 30, 2011",3,0
3796,"Jason Keller game 10.
Dave Leach game 1.","Show #6279 - Thursday, December 29, 2011",3,0
3793,Jason Keller game 9.,"Show #6278 - Wednesday, December 28, 2011",2,1
3792,Jason Keller game 8.,"Show #6277 - Tuesday, December 27, 2011",2,1
3791,Jason Keller game 7.,"Show #6276 - Monday, December 26, 2011",2,1
3790,Jason Keller game 6.,"Show #6275 - Friday, December 23, 2011",1,2
3789,Jason Keller game 5.,"Show #6274 - Thursday, December 22, 2011",0,2
3788,Jason Keller game 4.,"Show #6273 - Wednesday, December 21, 2011",2,1
3787,Jason Keller game 3.,"Show #6272 - Tuesday, December 20, 2011",1,2
3786,Jason Keller game 2.,"Show #6271 - Monday, December 19, 2011",3,0
3784,"Jason Keller game 1.
Alex acknowledges a 102-year-old woman (and Jeopardy! fan) in the audience.","Show #6270 - Friday, December 16, 2011",2,1
3783,"Alex's wife Jean, 91-year-old mother Lucille, and cousin Dolores from Florida featured in the audience.","Show #6269 - Thursday, December 15, 2011",1,2
3782,84-year-old Tampa native Shirley Smallwood attends the taping thanks to Jeremy Bloom's Wish of a Lifetime Foundation.,"Show #6268 - Wednesday, December 14, 2011",1,2
3781,,"Show #6267 - Tuesday, December 13, 2011",2,1
3780,Alex returns to conducting contestant interviews from near contestant lecterns.,"Show #6266 - Monday, December 12, 2011",1,2
3779,,"Show #6265 - Friday, December 9, 2011",2,1
3778,,"Show #6264 - Thursday, December 8, 2011",3,0
3777,,"Show #6263 - Wednesday, December 7, 2011",2,1
3775,,"Show #6262 - Tuesday, December 6, 2011",1,2
3774,,"Show #6261 - Monday, December 5, 2011",0,3
3772,,"Show #6260 - Friday, December 2, 2011",1,2
3773,,"Show #6259 - Thursday, December 1, 2011",2,1
3771,,"Show #6258 - Wednesday, November 30, 2011",2,1
3770,,"Show #6257 - Tuesday, November 29, 2011",1,2
3769,,"Show #6256 - Monday, November 28, 2011",0,3
3767,,"Show #6255 - Friday, November 25, 2011",1,2
3768,,"Show #6254 - Thursday, November 24, 2011",0,3
3766,,"Show #6253 - Wednesday, November 23, 2011",0,3
3765,,"Show #6252 - Tuesday, November 22, 2011",3,0
3764,,"Show #6251 - Monday, November 21, 2011",1,2
3763,,"Show #6250 - Friday, November 18, 2011",0,3
3762,,"Show #6249 - Thursday, November 17, 2011",2,1
3761,,"Show #6248 - Wednesday, November 16, 2011",3,0
3759,2011 Tournament of Champions final game 1.,"Show #6246 - Monday, November 14, 2011",1,2
3757,2011 Tournament of Champions semifinal game 3.,"Show #6245 - Friday, November 11, 2011",3,0
3758,2011 Tournament of Champions semifinal game 2.,"Show #6244 - Thursday, November 10, 2011",3,0
3755,2011 Tournament of Champions semifinal game 1.,"Show #6243 - Wednesday, November 9, 2011",1,2
3756,2011 Tournament of Champions quarterfinal game 5.,"Show #6242 - Tuesday, November 8, 2011",1,2
3754,2011 Tournament of Champions quarterfinal game 4.,"Show #6241 - Monday, November 7, 2011",0,3
3753,2011 Tournament of Champions quarterfinal game 3.,"Show #6240 - Friday, November 4, 2011",2,1
3752,2011 Tournament of Champions quarterfinal game 2.,"Show #6239 - Thursday, November 3, 2011",2,1
3751,2011 Tournament of Champions quarterfinal game 1.,"Show #6238 - Wednesday, November 2, 2011",1,2
3750,,"Show #6237 - Tuesday, November 1, 2011",2,1
3749,,"Show #6236 - Monday, October 31, 2011",1,2
3748,,"Show #6235 - Friday, October 28, 2011",2,1
3747,"Clip of Sunny Stalter's contestant interview from this game appeared in a clue in show #8048, aired 2019-09-11.","Show #6234 - Thursday, October 27, 2011",0,3
3746,,"Show #6233 - Wednesday, October 26, 2011",0,3
3745,,"Show #6232 - Tuesday, October 25, 2011",1,2
3744,Alex introduces the newly unveiled Jeopardy! Hall of Fame backstage.,"Show #6231 - Monday, October 24, 2011",2,1
3743,,"Show #6230 - Friday, October 21, 2011",1,2
3742,,"Show #6229 - Thursday, October 20, 2011",1,2
3741,,"Show #6228 - Wednesday, October 19, 2011",2,1
3740,,"Show #6227 - Tuesday, October 18, 2011",3,0
3739,,"Show #6226 - Monday, October 17, 2011",1,2
3738,,"Show #6225 - Friday, October 14, 2011",2,1
3737,,"Show #6224 - Thursday, October 13, 2011",2,1
3736,Joon Pahk game 8.,"Show #6223 - Wednesday, October 12, 2011",0,3
3734,Joon Pahk game 7.,"Show #6222 - Tuesday, October 11, 2011",0,3
3733,Joon Pahk game 6.,"Show #6221 - Monday, October 10, 2011",3,0
3729,Joon Pahk game 5.,"Show #6220 - Friday, October 7, 2011",2,1
3735,Joon Pahk game 4.,"Show #6219 - Thursday, October 6, 2011",2,1
3726,Joon Pahk game 3.,"Show #6218 - Wednesday, October 5, 2011",0,3
3725,Joon Pahk game 2.,"Show #6217 - Tuesday, October 4, 2011",1,2
3724,Joon Pahk game 1.,"Show #6216 - Monday, October 3, 2011",0,3
3723,,"Show #6215 - Friday, September 30, 2011",2,1
3722,,"Show #6214 - Thursday, September 29, 2011",0,3
3721,,"Show #6213 - Wednesday, September 28, 2011",0,3
3720,,"Show #6212 - Tuesday, September 27, 2011",0,3
3719,First game consolation prizes sponsored.  Sponsor's name appears on podiums under prize totals at conclusion of game.  (Sponsorship does not appear on reruns.),"Show #6211 - Monday, September 26, 2011",2,1
3717,Justin Sausville game 7.,"Show #6210 - Friday, September 23, 2011",2,1
3718,Justin Sausville game 6.,"Show #6209 - Thursday, September 22, 2011",3,0
3716,Justin Sausville game 5.,"Show #6208 - Wednesday, September 21, 2011",1,2
3715,Justin Sausville game 4.,"Show #6207 - Tuesday, September 20, 2011",0,3
3714,"Justin Sausville game 3.
First game of Season 28.
New title graphics.
First show closed captioning sponsor message aired at end of second break rather than before Final Jeopardy!
Alex limps onstage wearing a boot for his Achilles tendon injury, and conducts contestant interviews from behind his own host's lectern.","Show #6206 - Monday, September 19, 2011",2,1
3713,"Justin Sausville game 2.
Last game of Season 27.","Show #6205 - Friday, July 29, 2011",2,1
3712,Justin Sausville game 1.,"Show #6204 - Thursday, July 28, 2011",0,3
3709,,"Show #6203 - Wednesday, July 27, 2011",2,1
3708,,"Show #6202 - Tuesday, July 26, 2011",1,2
3707,,"Show #6201 - Monday, July 25, 2011",1,2
3706,,"Show #6200 - Friday, July 22, 2011",2,1
3704,Mark Runsvold game 5.,"Show #6199 - Thursday, July 21, 2011",2,1
3702,Mark Runsvold game 4.,"Show #6198 - Wednesday, July 20, 2011",0,3
3701,Mark Runsvold game 3.,"Show #6197 - Tuesday, July 19, 2011",0,3
3700,Mark Runsvold game 2.,"Show #6196 - Monday, July 18, 2011",1,2
3698,Mark Runsvold game 1.,"Show #6195 - Friday, July 15, 2011",1,2
3699,,"Show #6194 - Thursday, July 14, 2011",0,3
3697,,"Show #6193 - Wednesday, July 13, 2011",0,3
3696,,"Show #6192 - Tuesday, July 12, 2011",1,2
3695,,"Show #6191 - Monday, July 11, 2011",3,0
3694,2011 Kids Week game 5.,"Show #6190 - Friday, July 8, 2011",0,2
3693,2011 Kids Week game 4.,"Show #6189 - Thursday, July 7, 2011",1,2
3692,2011 Kids Week game 3.,"Show #6188 - Wednesday, July 6, 2011",2,1
3691,2011 Kids Week game 2.,"Show #6187 - Tuesday, July 5, 2011",0,3
3690,2011 Kids Week game 1.,"Show #6186 - Monday, July 4, 2011",2,1
3689,,"Show #6185 - Friday, July 1, 2011",1,2
3688,,"Show #6184 - Thursday, June 30, 2011",0,3
3687,,"Show #6183 - Wednesday, June 29, 2011",2,1
3686,,"Show #6182 - Tuesday, June 28, 2011",0,3
3685,Jay Rhee game 6.,"Show #6181 - Monday, June 27, 2011",0,3
3682,Jay Rhee game 5.,"Show #6180 - Friday, June 24, 2011",0,3
3684,Jay Rhee game 4.,"Show #6179 - Thursday, June 23, 2011",3,0
3678,Jay Rhee game 3.,"Show #6178 - Wednesday, June 22, 2011",1,2
3677,Jay Rhee game 2.,"Show #6177 - Tuesday, June 21, 2011",0,3
3675,Jay Rhee game 1.,"Show #6176 - Monday, June 20, 2011",1,1
3673,,"Show #6175 - Friday, June 17, 2011",2,1
3672,,"Show #6174 - Thursday, June 16, 2011",2,1
3669,,"Show #6173 - Wednesday, June 15, 2011",1,2
3667,,"Show #6172 - Tuesday, June 14, 2011",2,1
3668,,"Show #6171 - Monday, June 13, 2011",0,3
3664,,"Show #6170 - Friday, June 10, 2011",3,0
3663,,"Show #6169 - Thursday, June 9, 2011",3,0
3662,,"Show #6168 - Wednesday, June 8, 2011",1,2
3661,,"Show #6167 - Tuesday, June 7, 2011",1,2
3660,,"Show #6166 - Monday, June 6, 2011",0,3
3659,,"Show #6165 - Friday, June 3, 2011",0,3
3658,,"Show #6164 - Thursday, June 2, 2011",1,2
3657,,"Show #6163 - Wednesday, June 1, 2011",2,1
3656,,"Show #6162 - Tuesday, May 31, 2011",1,2
3655,,"Show #6161 - Monday, May 30, 2011",3,0
3653,,"Show #6160 - Friday, May 27, 2011",1,2
3654,,"Show #6159 - Thursday, May 26, 2011",2,1
3652,,"Show #6158 - Wednesday, May 25, 2011",1,2
3651,,"Show #6157 - Tuesday, May 24, 2011",1,2
3650,,"Show #6156 - Monday, May 23, 2011",0,3
3649,,"Show #6155 - Friday, May 20, 2011",2,1
3648,,"Show #6154 - Thursday, May 19, 2011",0,3
